"Fmin","Fmin_B","CFI","RMSEA","Size_Of_CR","FC","Number_Of_CR","Location_Of_Misfit","Percent_Missing","Number_of_Missing_Variables","Missing_Mechanism"
0.675,5.3444,0.8737,0.1129,0.3,"Factor Correlation = 0","Two Correlated Residuals","Different Factor","0%","Four Variables with Missing","Strong MAR"
1.4645,6.4561,0.7732,0.1662,0.4,"Factor Correlation = 0","Two Correlated Residuals","Different Factor","0%","Four Variables with Missing","Strong MAR"
1e-04,4.3807,1,0,0,"Factor Correlation = 0.4","Two Correlated Residuals","Different Factor","0%","Four Variables with Missing","Strong MAR"
0.058,4.5547,0.9873,0.0331,0.1,"Factor Correlation = 0.4","Two Correlated Residuals","Different Factor","0%","Four Variables with Missing","Strong MAR"
0.2556,4.8851,0.9477,0.0694,0.2,"Factor Correlation = 0.4","Two Correlated Residuals","Different Factor","0%","Four Variables with Missing","Strong MAR"
0.6788,5.4609,0.8757,0.1132,0.3,"Factor Correlation = 0.4","Two Correlated Residuals","Different Factor","0%","Four Variables with Missing","Strong MAR"
1.4942,6.571,0.7726,0.1679,0.4,"Factor Correlation = 0.4","Two Correlated Residuals","Different Factor","0%","Four Variables with Missing","Strong MAR"
0,4.8812,1,0,0,"Factor Correlation = 0.8","Two Correlated Residuals","Different Factor","0%","Four Variables with Missing","Strong MAR"
0.0604,5.0422,0.988,0.0337,0.1,"Factor Correlation = 0.8","Two Correlated Residuals","Different Factor","0%","Four Variables with Missing","Strong MAR"
0.2647,5.3616,0.9506,0.0707,0.2,"Factor Correlation = 0.8","Two Correlated Residuals","Different Factor","0%","Four Variables with Missing","Strong MAR"
0.6981,5.928,0.8822,0.1148,0.3,"Factor Correlation = 0.8","Two Correlated Residuals","Different Factor","0%","Four Variables with Missing","Strong MAR"
1.6216,7.0302,0.7693,0.1749,0.4,"Factor Correlation = 0.8","Two Correlated Residuals","Different Factor","0%","Four Variables with Missing","Strong MAR"
0,3.5474,1,0,0,"Factor Correlation = 0","Two Correlated Residuals","Different Factor","20%","Four Variables with Missing","Strong MAR"
0.0575,3.7241,0.9846,0.0329,0.1,"Factor Correlation = 0","Two Correlated Residuals","Different Factor","20%","Four Variables with Missing","Strong MAR"
0.2538,4.0565,0.9375,0.0692,0.2,"Factor Correlation = 0","Two Correlated Residuals","Different Factor","20%","Four Variables with Missing","Strong MAR"
0.675,4.6339,0.8543,0.1129,0.3,"Factor Correlation = 0","Two Correlated Residuals","Different Factor","20%","Four Variables with Missing","Strong MAR"
1.4645,5.7456,0.7451,0.1662,0.4,"Factor Correlation = 0","Two Correlated Residuals","Different Factor","20%","Four Variables with Missing","Strong MAR"
1e-04,3.6681,1,1e-04,0,"Factor Correlation = 0.4","Two Correlated Residuals","Different Factor","20%","Four Variables with Missing","Strong MAR"
0.058,3.8424,0.9849,0.0331,0.1,"Factor Correlation = 0.4","Two Correlated Residuals","Different Factor","20%","Four Variables with Missing","Strong MAR"
0.2555,4.1743,0.9388,0.0694,0.2,"Factor Correlation = 0.4","Two Correlated Residuals","Different Factor","20%","Four Variables with Missing","Strong MAR"
0.6787,4.7475,0.8571,0.1132,0.3,"Factor Correlation = 0.4","Two Correlated Residuals","Different Factor","20%","Four Variables with Missing","Strong MAR"
1.4927,5.8569,0.7451,0.1678,0.4,"Factor Correlation = 0.4","Two Correlated Residuals","Different Factor","20%","Four Variables with Missing","Strong MAR"
0,4.1375,1,0,0,"Factor Correlation = 0.8","Two Correlated Residuals","Different Factor","20%","Four Variables with Missing","Strong MAR"
0.0602,4.2986,0.986,0.0337,0.1,"Factor Correlation = 0.8","Two Correlated Residuals","Different Factor","20%","Four Variables with Missing","Strong MAR"
0.264,4.6177,0.9428,0.0706,0.2,"Factor Correlation = 0.8","Two Correlated Residuals","Different Factor","20%","Four Variables with Missing","Strong MAR"
0.6967,5.1862,0.8657,0.1146,0.3,"Factor Correlation = 0.8","Two Correlated Residuals","Different Factor","20%","Four Variables with Missing","Strong MAR"
1.6122,6.2884,0.7436,0.1744,0.4,"Factor Correlation = 0.8","Two Correlated Residuals","Different Factor","20%","Four Variables with Missing","Strong MAR"
0,2.9994,1,0,0,"Factor Correlation = 0","Two Correlated Residuals","Different Factor","50%","Four Variables with Missing","Strong MAR"
0.0575,3.1717,0.9819,0.0329,0.1,"Factor Correlation = 0","Two Correlated Residuals","Different Factor","50%","Four Variables with Missing","Strong MAR"
0.2538,3.5066,0.9276,0.0692,0.2,"Factor Correlation = 0","Two Correlated Residuals","Different Factor","50%","Four Variables with Missing","Strong MAR"
0.6751,4.084,0.8347,0.1129,0.3,"Factor Correlation = 0","Two Correlated Residuals","Different Factor","50%","Four Variables with Missing","Strong MAR"
1.4645,5.1957,0.7181,0.1662,0.4,"Factor Correlation = 0","Two Correlated Residuals","Different Factor","50%","Four Variables with Missing","Strong MAR"
0,3.1089,1,0,0,"Factor Correlation = 0.4","Two Correlated Residuals","Different Factor","50%","Four Variables with Missing","Strong MAR"
0.0579,3.2829,0.9824,0.033,0.1,"Factor Correlation = 0.4","Two Correlated Residuals","Different Factor","50%","Four Variables with Missing","Strong MAR"
0.2553,3.613,0.9293,0.0694,0.2,"Factor Correlation = 0.4","Two Correlated Residuals","Different Factor","50%","Four Variables with Missing","Strong MAR"
0.6784,4.1889,0.8381,0.1131,0.3,"Factor Correlation = 0.4","Two Correlated Residuals","Different Factor","50%","Four Variables with Missing","Strong MAR"
1.4906,5.3005,0.7188,0.1677,0.4,"Factor Correlation = 0.4","Two Correlated Residuals","Different Factor","50%","Four Variables with Missing","Strong MAR"
1e-04,3.5328,1,0,0,"Factor Correlation = 0.8","Two Correlated Residuals","Different Factor","50%","Four Variables with Missing","Strong MAR"
0.0599,3.6971,0.9838,0.0336,0.1,"Factor Correlation = 0.8","Two Correlated Residuals","Different Factor","50%","Four Variables with Missing","Strong MAR"
0.2629,4.0178,0.9346,0.0704,0.2,"Factor Correlation = 0.8","Two Correlated Residuals","Different Factor","50%","Four Variables with Missing","Strong MAR"
0.6944,4.5857,0.8486,0.1145,0.3,"Factor Correlation = 0.8","Two Correlated Residuals","Different Factor","50%","Four Variables with Missing","Strong MAR"
1.5978,5.6913,0.7193,0.1736,0.4,"Factor Correlation = 0.8","Two Correlated Residuals","Different Factor","50%","Four Variables with Missing","Strong MAR"
0,4.2583,1,0,0,"Factor Correlation = 0","Two Correlated Residuals","Same Factor","0%"," Two Variables with Missing","  MCAR"
0.0575,4.4347,0.987,0.0329,0.1,"Factor Correlation = 0","Two Correlated Residuals","Same Factor","0%"," Two Variables with Missing","  MCAR"
0.2538,4.767,0.9468,0.0692,0.2,"Factor Correlation = 0","Two Correlated Residuals","Same Factor","0%"," Two Variables with Missing","  MCAR"
0.675,5.3444,0.8737,0.1129,0.3,"Factor Correlation = 0","Two Correlated Residuals","Same Factor","0%"," Two Variables with Missing","  MCAR"
1.4645,6.4561,0.7732,0.1662,0.4,"Factor Correlation = 0","Two Correlated Residuals","Same Factor","0%"," Two Variables with Missing","  MCAR"
1e-04,4.3807,1,0,0,"Factor Correlation = 0.4","Two Correlated Residuals","Same Factor","0%"," Two Variables with Missing","  MCAR"
0.0406,4.548,0.9911,0.0276,0.1,"Factor Correlation = 0.4","Two Correlated Residuals","Same Factor","0%"," Two Variables with Missing","  MCAR"
0.2556,4.8851,0.9477,0.0694,0.2,"Factor Correlation = 0.4","Two Correlated Residuals","Same Factor","0%"," Two Variables with Missing","  MCAR"
0.6786,5.4609,0.8757,0.1132,0.3,"Factor Correlation = 0.4","Two Correlated Residuals","Same Factor","0%"," Two Variables with Missing","  MCAR"
1.4925,6.5711,0.7729,0.1678,0.4,"Factor Correlation = 0.4","Two Correlated Residuals","Same Factor","0%"," Two Variables with Missing","  MCAR"
0,4.8812,1,0,0,"Factor Correlation = 0.8","Two Correlated Residuals","Same Factor","0%"," Two Variables with Missing","  MCAR"
0.0604,5.0422,0.988,0.0337,0.1,"Factor Correlation = 0.8","Two Correlated Residuals","Same Factor","0%"," Two Variables with Missing","  MCAR"
0.2645,5.3616,0.9507,0.0706,0.2,"Factor Correlation = 0.8","Two Correlated Residuals","Same Factor","0%"," Two Variables with Missing","  MCAR"
0.6981,5.928,0.8822,0.1148,0.3,"Factor Correlation = 0.8","Two Correlated Residuals","Same Factor","0%"," Two Variables with Missing","  MCAR"
1.6211,7.0302,0.7694,0.1749,0.4,"Factor Correlation = 0.8","Two Correlated Residuals","Same Factor","0%"," Two Variables with Missing","  MCAR"
1e-04,4.0559,1,0,0,"Factor Correlation = 0","Two Correlated Residuals","Same Factor","20%"," Two Variables with Missing","  MCAR"
0.0495,4.2175,0.9883,0.0305,0.1,"Factor Correlation = 0","Two Correlated Residuals","Same Factor","20%"," Two Variables with Missing","  MCAR"
0.2183,4.5192,0.9517,0.0642,0.2,"Factor Correlation = 0","Two Correlated Residuals","Same Factor","20%"," Two Variables with Missing","  MCAR"
0.5768,5.0407,0.8856,0.1043,0.3,"Factor Correlation = 0","Two Correlated Residuals","Same Factor","20%"," Two Variables with Missing","  MCAR"
1.1917,6.0424,0.8028,0.1499,0.4,"Factor Correlation = 0","Two Correlated Residuals","Same Factor","20%"," Two Variables with Missing","  MCAR"
1e-04,4.1761,1,0,0,"Factor Correlation = 0.4","Two Correlated Residuals","Same Factor","20%"," Two Variables with Missing","  MCAR"
0.0357,4.331,0.9918,0.0259,0.1,"Factor Correlation = 0.4","Two Correlated Residuals","Same Factor","20%"," Two Variables with Missing","  MCAR"
0.2208,4.636,0.9524,0.0645,0.2,"Factor Correlation = 0.4","Two Correlated Residuals","Same Factor","20%"," Two Variables with Missing","  MCAR"
0.5833,5.1567,0.8869,0.1049,0.3,"Factor Correlation = 0.4","Two Correlated Residuals","Same Factor","20%"," Two Variables with Missing","  MCAR"
1.2225,6.1566,0.8014,0.1519,0.4,"Factor Correlation = 0.4","Two Correlated Residuals","Same Factor","20%"," Two Variables with Missing","  MCAR"
0,4.6675,1,0,0,"Factor Correlation = 0.8","Two Correlated Residuals","Same Factor","20%"," Two Variables with Missing","  MCAR"
0.0529,4.8136,0.989,0.0316,0.1,"Factor Correlation = 0.8","Two Correlated Residuals","Same Factor","20%"," Two Variables with Missing","  MCAR"
0.232,5.1033,0.9546,0.0662,0.2,"Factor Correlation = 0.8","Two Correlated Residuals","Same Factor","20%"," Two Variables with Missing","  MCAR"
0.6111,5.6134,0.8911,0.1074,0.3,"Factor Correlation = 0.8","Two Correlated Residuals","Same Factor","20%"," Two Variables with Missing","  MCAR"
1.3539,6.6081,0.7951,0.1598,0.4,"Factor Correlation = 0.8","Two Correlated Residuals","Same Factor","20%"," Two Variables with Missing","  MCAR"
0,3.7524,1,0,0,"Factor Correlation = 0","Two Correlated Residuals","Same Factor","50%"," Two Variables with Missing","  MCAR"
0.0366,3.8936,0.9906,0.0262,0.1,"Factor Correlation = 0","Two Correlated Residuals","Same Factor","50%"," Two Variables with Missing","  MCAR"
0.159,4.1494,0.9617,0.0548,0.2,"Factor Correlation = 0","Two Correlated Residuals","Same Factor","50%"," Two Variables with Missing","  MCAR"
0.3993,4.5872,0.913,0.0868,0.3,"Factor Correlation = 0","Two Correlated Residuals","Same Factor","50%"," Two Variables with Missing","  MCAR"
0.779,5.4222,0.8563,0.1212,0.4,"Factor Correlation = 0","Two Correlated Residuals","Same Factor","50%"," Two Variables with Missing","  MCAR"
1e-04,3.8689,1,3e-04,0,"Factor Correlation = 0.4","Two Correlated Residuals","Same Factor","50%"," Two Variables with Missing","  MCAR"
0.0282,4.0051,0.993,0.023,0.1,"Factor Correlation = 0.4","Two Correlated Residuals","Same Factor","50%"," Two Variables with Missing","  MCAR"
0.1626,4.2617,0.9619,0.0554,0.2,"Factor Correlation = 0.4","Two Correlated Residuals","Same Factor","50%"," Two Variables with Missing","  MCAR"
0.4111,4.6995,0.9125,0.0881,0.3,"Factor Correlation = 0.4","Two Correlated Residuals","Same Factor","50%"," Two Variables with Missing","  MCAR"
0.8118,5.5354,0.8534,0.1238,0.4,"Factor Correlation = 0.4","Two Correlated Residuals","Same Factor","50%"," Two Variables with Missing","  MCAR"
0,4.3459,1,0,0,"Factor Correlation = 0.8","Two Correlated Residuals","Same Factor","50%"," Two Variables with Missing","  MCAR"
0.041,4.4708,0.9908,0.0278,0.1,"Factor Correlation = 0.8","Two Correlated Residuals","Same Factor","50%"," Two Variables with Missing","  MCAR"
0.1795,4.7151,0.9619,0.0582,0.2,"Factor Correlation = 0.8","Two Correlated Residuals","Same Factor","50%"," Two Variables with Missing","  MCAR"
0.4654,5.1426,0.9095,0.0937,0.3,"Factor Correlation = 0.8","Two Correlated Residuals","Same Factor","50%"," Two Variables with Missing","  MCAR"
0.9446,5.9742,0.8419,0.1335,0.4,"Factor Correlation = 0.8","Two Correlated Residuals","Same Factor","50%"," Two Variables with Missing","  MCAR"
0,4.2583,1,0,0,"Factor Correlation = 0","Two Correlated Residuals","Same Factor","0%","Four Variables with Missing","  MCAR"
0.0575,4.4347,0.987,0.0329,0.1,"Factor Correlation = 0","Two Correlated Residuals","Same Factor","0%","Four Variables with Missing","  MCAR"
0.2538,4.767,0.9468,0.0692,0.2,"Factor Correlation = 0","Two Correlated Residuals","Same Factor","0%","Four Variables with Missing","  MCAR"
0.675,5.3444,0.8737,0.1129,0.3,"Factor Correlation = 0","Two Correlated Residuals","Same Factor","0%","Four Variables with Missing","  MCAR"
1.4645,6.4561,0.7732,0.1662,0.4,"Factor Correlation = 0","Two Correlated Residuals","Same Factor","0%","Four Variables with Missing","  MCAR"
1e-04,4.3807,1,0,0,"Factor Correlation = 0.4","Two Correlated Residuals","Same Factor","0%","Four Variables with Missing","  MCAR"
0.0406,4.548,0.9911,0.0276,0.1,"Factor Correlation = 0.4","Two Correlated Residuals","Same Factor","0%","Four Variables with Missing","  MCAR"
0.2556,4.8851,0.9477,0.0694,0.2,"Factor Correlation = 0.4","Two Correlated Residuals","Same Factor","0%","Four Variables with Missing","  MCAR"
0.6786,5.4609,0.8757,0.1132,0.3,"Factor Correlation = 0.4","Two Correlated Residuals","Same Factor","0%","Four Variables with Missing","  MCAR"
1.4925,6.5711,0.7729,0.1678,0.4,"Factor Correlation = 0.4","Two Correlated Residuals","Same Factor","0%","Four Variables with Missing","  MCAR"
0,4.8812,1,0,0,"Factor Correlation = 0.8","Two Correlated Residuals","Same Factor","0%","Four Variables with Missing","  MCAR"
0.0604,5.0422,0.988,0.0337,0.1,"Factor Correlation = 0.8","Two Correlated Residuals","Same Factor","0%","Four Variables with Missing","  MCAR"
0.2645,5.3616,0.9507,0.0706,0.2,"Factor Correlation = 0.8","Two Correlated Residuals","Same Factor","0%","Four Variables with Missing","  MCAR"
0.6981,5.928,0.8822,0.1148,0.3,"Factor Correlation = 0.8","Two Correlated Residuals","Same Factor","0%","Four Variables with Missing","  MCAR"
1.6211,7.0302,0.7694,0.1749,0.4,"Factor Correlation = 0.8","Two Correlated Residuals","Same Factor","0%","Four Variables with Missing","  MCAR"
1e-04,3.8885,1,1e-04,0,"Factor Correlation = 0","Two Correlated Residuals","Same Factor","20%","Four Variables with Missing","  MCAR"
0.0462,4.0272,0.9885,0.0295,0.1,"Factor Correlation = 0","Two Correlated Residuals","Same Factor","20%","Four Variables with Missing","  MCAR"
0.2037,4.2931,0.9526,0.062,0.2,"Factor Correlation = 0","Two Correlated Residuals","Same Factor","20%","Four Variables with Missing","  MCAR"
0.5416,4.7552,0.8861,0.1011,0.3,"Factor Correlation = 0","Two Correlated Residuals","Same Factor","20%","Four Variables with Missing","  MCAR"
1.1804,5.6449,0.7909,0.1492,0.4,"Factor Correlation = 0","Two Correlated Residuals","Same Factor","20%","Four Variables with Missing","  MCAR"
1e-04,4.0035,1,0,0,"Factor Correlation = 0.4","Two Correlated Residuals","Same Factor","20%","Four Variables with Missing","  MCAR"
0.0327,4.1373,0.9921,0.0248,0.1,"Factor Correlation = 0.4","Two Correlated Residuals","Same Factor","20%","Four Variables with Missing","  MCAR"
0.2052,4.4073,0.9535,0.0622,0.2,"Factor Correlation = 0.4","Two Correlated Residuals","Same Factor","20%","Four Variables with Missing","  MCAR"
0.5445,4.868,0.8882,0.1014,0.3,"Factor Correlation = 0.4","Two Correlated Residuals","Same Factor","20%","Four Variables with Missing","  MCAR"
1.2042,5.7565,0.7908,0.1507,0.4,"Factor Correlation = 0.4","Two Correlated Residuals","Same Factor","20%","Four Variables with Missing","  MCAR"
0,4.4732,1,0,0,"Factor Correlation = 0.8","Two Correlated Residuals","Same Factor","20%","Four Variables with Missing","  MCAR"
0.0484,4.6016,0.9895,0.0302,0.1,"Factor Correlation = 0.8","Two Correlated Residuals","Same Factor","20%","Four Variables with Missing","  MCAR"
0.2124,4.8576,0.9563,0.0633,0.2,"Factor Correlation = 0.8","Two Correlated Residuals","Same Factor","20%","Four Variables with Missing","  MCAR"
0.5604,5.3109,0.8945,0.1028,0.3,"Factor Correlation = 0.8","Two Correlated Residuals","Same Factor","20%","Four Variables with Missing","  MCAR"
1.32,6.1931,0.7869,0.1578,0.4,"Factor Correlation = 0.8","Two Correlated Residuals","Same Factor","20%","Four Variables with Missing","  MCAR"
1e-04,3.3319,1,0,0,"Factor Correlation = 0","Two Correlated Residuals","Same Factor","50%","Four Variables with Missing","  MCAR"
0.029,3.4177,0.9915,0.0234,0.1,"Factor Correlation = 0","Two Correlated Residuals","Same Factor","50%","Four Variables with Missing","  MCAR"
0.1279,3.5837,0.9643,0.0491,0.2,"Factor Correlation = 0","Two Correlated Residuals","Same Factor","50%","Four Variables with Missing","  MCAR"
0.3398,3.8724,0.9123,0.0801,0.3,"Factor Correlation = 0","Two Correlated Residuals","Same Factor","50%","Four Variables with Missing","  MCAR"
0.7481,4.4282,0.8311,0.1188,0.4,"Factor Correlation = 0","Two Correlated Residuals","Same Factor","50%","Four Variables with Missing","  MCAR"
1e-04,3.438,1,0,0,"Factor Correlation = 0.4","Two Correlated Residuals","Same Factor","50%","Four Variables with Missing","  MCAR"
0.0208,3.5226,0.9941,0.0198,0.1,"Factor Correlation = 0.4","Two Correlated Residuals","Same Factor","50%","Four Variables with Missing","  MCAR"
0.1287,3.6898,0.9651,0.0493,0.2,"Factor Correlation = 0.4","Two Correlated Residuals","Same Factor","50%","Four Variables with Missing","  MCAR"
0.3414,3.9776,0.9142,0.0803,0.3,"Factor Correlation = 0.4","Two Correlated Residuals","Same Factor","50%","Four Variables with Missing","  MCAR"
0.763,4.5327,0.8317,0.12,0.4,"Factor Correlation = 0.4","Two Correlated Residuals","Same Factor","50%","Four Variables with Missing","  MCAR"
0,3.8628,1,0,0,"Factor Correlation = 0.8","Two Correlated Residuals","Same Factor","50%","Four Variables with Missing","  MCAR"
0.0304,3.9421,0.9923,0.0239,0.1,"Factor Correlation = 0.8","Two Correlated Residuals","Same Factor","50%","Four Variables with Missing","  MCAR"
0.1331,4.1029,0.9676,0.0501,0.2,"Factor Correlation = 0.8","Two Correlated Residuals","Same Factor","50%","Four Variables with Missing","  MCAR"
0.3514,4.3861,0.9199,0.0814,0.3,"Factor Correlation = 0.8","Two Correlated Residuals","Same Factor","50%","Four Variables with Missing","  MCAR"
0.8274,4.9373,0.8324,0.1249,0.4,"Factor Correlation = 0.8","Two Correlated Residuals","Same Factor","50%","Four Variables with Missing","  MCAR"
0,4.2583,1,0,0,"Factor Correlation = 0","Two Correlated Residuals","Same Factor","0%"," Two Variables with Missing"," Weak MAR"
0.0575,4.4347,0.987,0.0329,0.1,"Factor Correlation = 0","Two Correlated Residuals","Same Factor","0%"," Two Variables with Missing"," Weak MAR"
0.2538,4.767,0.9468,0.0692,0.2,"Factor Correlation = 0","Two Correlated Residuals","Same Factor","0%"," Two Variables with Missing"," Weak MAR"
0.675,5.3444,0.8737,0.1129,0.3,"Factor Correlation = 0","Two Correlated Residuals","Same Factor","0%"," Two Variables with Missing"," Weak MAR"
1.4645,6.4561,0.7732,0.1662,0.4,"Factor Correlation = 0","Two Correlated Residuals","Same Factor","0%"," Two Variables with Missing"," Weak MAR"
1e-04,4.3807,1,0,0,"Factor Correlation = 0.4","Two Correlated Residuals","Same Factor","0%"," Two Variables with Missing"," Weak MAR"
0.0406,4.548,0.9911,0.0276,0.1,"Factor Correlation = 0.4","Two Correlated Residuals","Same Factor","0%"," Two Variables with Missing"," Weak MAR"
0.2556,4.8851,0.9477,0.0694,0.2,"Factor Correlation = 0.4","Two Correlated Residuals","Same Factor","0%"," Two Variables with Missing"," Weak MAR"
0.6786,5.4609,0.8757,0.1132,0.3,"Factor Correlation = 0.4","Two Correlated Residuals","Same Factor","0%"," Two Variables with Missing"," Weak MAR"
1.4925,6.5711,0.7729,0.1678,0.4,"Factor Correlation = 0.4","Two Correlated Residuals","Same Factor","0%"," Two Variables with Missing"," Weak MAR"
0,4.8812,1,0,0,"Factor Correlation = 0.8","Two Correlated Residuals","Same Factor","0%"," Two Variables with Missing"," Weak MAR"
0.0604,5.0422,0.988,0.0337,0.1,"Factor Correlation = 0.8","Two Correlated Residuals","Same Factor","0%"," Two Variables with Missing"," Weak MAR"
0.2645,5.3616,0.9507,0.0706,0.2,"Factor Correlation = 0.8","Two Correlated Residuals","Same Factor","0%"," Two Variables with Missing"," Weak MAR"
0.6981,5.928,0.8822,0.1148,0.3,"Factor Correlation = 0.8","Two Correlated Residuals","Same Factor","0%"," Two Variables with Missing"," Weak MAR"
1.6211,7.0302,0.7694,0.1749,0.4,"Factor Correlation = 0.8","Two Correlated Residuals","Same Factor","0%"," Two Variables with Missing"," Weak MAR"
0,3.8299,1,0,0,"Factor Correlation = 0","Two Correlated Residuals","Same Factor","20%"," Two Variables with Missing"," Weak MAR"
0.0433,3.9834,0.9891,0.0286,0.1,"Factor Correlation = 0","Two Correlated Residuals","Same Factor","20%"," Two Variables with Missing"," Weak MAR"
0.1896,4.2621,0.9555,0.0598,0.2,"Factor Correlation = 0","Two Correlated Residuals","Same Factor","20%"," Two Variables with Missing"," Weak MAR"
0.4875,4.7409,0.8972,0.0959,0.3,"Factor Correlation = 0","Two Correlated Residuals","Same Factor","20%"," Two Variables with Missing"," Weak MAR"
0.9721,5.6608,0.8283,0.1354,0.4,"Factor Correlation = 0","Two Correlated Residuals","Same Factor","20%"," Two Variables with Missing"," Weak MAR"
0,3.9493,1,0,0,"Factor Correlation = 0.4","Two Correlated Residuals","Same Factor","20%"," Two Variables with Missing"," Weak MAR"
0.0319,4.0957,0.9922,0.0245,0.1,"Factor Correlation = 0.4","Two Correlated Residuals","Same Factor","20%"," Two Variables with Missing"," Weak MAR"
0.1923,4.3784,0.9561,0.0602,0.2,"Factor Correlation = 0.4","Two Correlated Residuals","Same Factor","20%"," Two Variables with Missing"," Weak MAR"
0.4969,4.8557,0.8977,0.0968,0.3,"Factor Correlation = 0.4","Two Correlated Residuals","Same Factor","20%"," Two Variables with Missing"," Weak MAR"
1.0031,5.7754,0.8263,0.1376,0.4,"Factor Correlation = 0.4","Two Correlated Residuals","Same Factor","20%"," Two Variables with Missing"," Weak MAR"
0,4.4344,1,0,0,"Factor Correlation = 0.8","Two Correlated Residuals","Same Factor","20%"," Two Variables with Missing"," Weak MAR"
0.0471,4.5693,0.9897,0.0298,0.1,"Factor Correlation = 0.8","Two Correlated Residuals","Same Factor","20%"," Two Variables with Missing"," Weak MAR"
0.2059,4.8401,0.9575,0.0623,0.2,"Factor Correlation = 0.8","Two Correlated Residuals","Same Factor","20%"," Two Variables with Missing"," Weak MAR"
0.541,5.3067,0.8981,0.101,0.3,"Factor Correlation = 0.8","Two Correlated Residuals","Same Factor","20%"," Two Variables with Missing"," Weak MAR"
1.1373,6.22,0.8172,0.1465,0.4,"Factor Correlation = 0.8","Two Correlated Residuals","Same Factor","20%"," Two Variables with Missing"," Weak MAR"
0,3.7146,1,0,0,"Factor Correlation = 0","Two Correlated Residuals","Same Factor","50%"," Two Variables with Missing"," Weak MAR"
0.0366,3.8552,0.9905,0.0262,0.1,"Factor Correlation = 0","Two Correlated Residuals","Same Factor","50%"," Two Variables with Missing"," Weak MAR"
0.159,4.1119,0.9613,0.0548,0.2,"Factor Correlation = 0","Two Correlated Residuals","Same Factor","50%"," Two Variables with Missing"," Weak MAR"
0.3968,4.5486,0.9128,0.0865,0.3,"Factor Correlation = 0","Two Correlated Residuals","Same Factor","50%"," Two Variables with Missing"," Weak MAR"
0.7755,5.3882,0.8561,0.121,0.4,"Factor Correlation = 0","Two Correlated Residuals","Same Factor","50%"," Two Variables with Missing"," Weak MAR"
0,3.8304,1,0,0,"Factor Correlation = 0.4","Two Correlated Residuals","Same Factor","50%"," Two Variables with Missing"," Weak MAR"
0.0278,3.9696,0.993,0.0229,0.1,"Factor Correlation = 0.4","Two Correlated Residuals","Same Factor","50%"," Two Variables with Missing"," Weak MAR"
0.1634,4.2263,0.9614,0.0555,0.2,"Factor Correlation = 0.4","Two Correlated Residuals","Same Factor","50%"," Two Variables with Missing"," Weak MAR"
0.4104,4.6633,0.912,0.088,0.3,"Factor Correlation = 0.4","Two Correlated Residuals","Same Factor","50%"," Two Variables with Missing"," Weak MAR"
0.8051,5.4979,0.8536,0.1232,0.4,"Factor Correlation = 0.4","Two Correlated Residuals","Same Factor","50%"," Two Variables with Missing"," Weak MAR"
0,4.3091,1,0,0,"Factor Correlation = 0.8","Two Correlated Residuals","Same Factor","50%"," Two Variables with Missing"," Weak MAR"
0.0412,4.4327,0.9907,0.0279,0.1,"Factor Correlation = 0.8","Two Correlated Residuals","Same Factor","50%"," Two Variables with Missing"," Weak MAR"
0.1799,4.6784,0.9616,0.0583,0.2,"Factor Correlation = 0.8","Two Correlated Residuals","Same Factor","50%"," Two Variables with Missing"," Weak MAR"
0.4664,5.1059,0.9087,0.0938,0.3,"Factor Correlation = 0.8","Two Correlated Residuals","Same Factor","50%"," Two Variables with Missing"," Weak MAR"
0.9389,5.9378,0.8419,0.1331,0.4,"Factor Correlation = 0.8","Two Correlated Residuals","Same Factor","50%"," Two Variables with Missing"," Weak MAR"
0,4.2583,1,0,0,"Factor Correlation = 0","Two Correlated Residuals","Same Factor","0%","Four Variables with Missing"," Weak MAR"
0.0575,4.4347,0.987,0.0329,0.1,"Factor Correlation = 0","Two Correlated Residuals","Same Factor","0%","Four Variables with Missing"," Weak MAR"
0.2538,4.767,0.9468,0.0692,0.2,"Factor Correlation = 0","Two Correlated Residuals","Same Factor","0%","Four Variables with Missing"," Weak MAR"
0.675,5.3444,0.8737,0.1129,0.3,"Factor Correlation = 0","Two Correlated Residuals","Same Factor","0%","Four Variables with Missing"," Weak MAR"
1.4645,6.4561,0.7732,0.1662,0.4,"Factor Correlation = 0","Two Correlated Residuals","Same Factor","0%","Four Variables with Missing"," Weak MAR"
1e-04,4.3807,1,0,0,"Factor Correlation = 0.4","Two Correlated Residuals","Same Factor","0%","Four Variables with Missing"," Weak MAR"
0.0406,4.548,0.9911,0.0276,0.1,"Factor Correlation = 0.4","Two Correlated Residuals","Same Factor","0%","Four Variables with Missing"," Weak MAR"
0.2556,4.8851,0.9477,0.0694,0.2,"Factor Correlation = 0.4","Two Correlated Residuals","Same Factor","0%","Four Variables with Missing"," Weak MAR"
0.6786,5.4609,0.8757,0.1132,0.3,"Factor Correlation = 0.4","Two Correlated Residuals","Same Factor","0%","Four Variables with Missing"," Weak MAR"
1.4925,6.5711,0.7729,0.1678,0.4,"Factor Correlation = 0.4","Two Correlated Residuals","Same Factor","0%","Four Variables with Missing"," Weak MAR"
0,4.8812,1,0,0,"Factor Correlation = 0.8","Two Correlated Residuals","Same Factor","0%","Four Variables with Missing"," Weak MAR"
0.0604,5.0422,0.988,0.0337,0.1,"Factor Correlation = 0.8","Two Correlated Residuals","Same Factor","0%","Four Variables with Missing"," Weak MAR"
